[00:01:31]: [Myth-Viet-Scanner] ===== BẮT ĐẦU SCAN =====	
[00:01:32]: [Myth-Viet-Scanner] ----- CHINESE (6281) -----	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MINISIGN.UNDRAWN = 妾身应该在那上面画些东西。	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TURF_CAVE = A piece of the ground.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MERMHEAD.BURNT = Hope you got a nicer funeral.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MINIFAN = Wu-hu! Hee-hee!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.12.30 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FLOWER_WITHERED = Withered failure of a beauty...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MONKEY_SPEECH_PRE.2 = Eee	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINTER_FOOD7 = Eh-huh.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FRUITDRAGON.RIPE = Smell like...a fruit?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINTER_TREE.BURNT = Used to be what a lovely...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DEVTOOL_NODEV = Can't craft this.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.WALRUS_TUSK = Nom Nom Nom.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MAXWELLLIGHT = I don't like you.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_SAFE.GENERIC = I wonder what did that chest hide?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SALTSTACK.MINED_OUT = Nothing to take any more.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GLOMMERWINGS = The big worm's small wings.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WARLY.GHOST = No! Who's gonna cook me feasts from now on...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WES.ATTACKER = Move away!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.HOTSPRING.GLASS = So beautiful!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GIFTWRAP = Why don't we just pack one stuff with another?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SMALLBIRD.STARVING = You look like in need of a feast!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GARLIC_SEEDS = Can offer more garlics.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BERRYBUSH.WITHERED = The weather's too dry.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ABIGAIL.LEVEL3.1 = Are, are you a good guy?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.BARTERSCREEN.OK = OK	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PORTABLECOOKPOT_ITEM.EMPTY = Ha? Nothing inside.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.SERVERLISTINGSCREEN.TAGSTITLE = Tags	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ENCUMBERED.9 = Ouch! My waist!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.YOTP_FOOD2 = Usually I loves to play mud, but I can't accept this.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOONSPIDERDEN = A especially disgusting spider nest!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.PLAYERSTATUSSCREEN.MODSLISTPRE = Mods:	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CUSTOMIZATIONSCREEN.MALBATROSS = Malbatross	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SPIDER_WARRIOR.GENERIC = Tougher spider?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.WINONA_BATTERY_LOW.BURNING = Hehehe!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.SANDBLOCK = Buuurn!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.NIGHTMAREFUEL = Cruelty with nightmare!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DIVININGRODBASE.READY = Lacks something to be ready.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.CONTROLS.78 = Inv 11	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MINISIGN_ITEM = Where shall I put this?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DRAGONFRUIT_SEEDS = Beautiful fruit seed, though small.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YJ.1 = YJ’s Skyeye enables him to see through shadow’s nature, so shadow power can never affect his mind. He disdains using Magic Tab.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YANGJIAN.ANNOUNCE_WENDY_BABYSITTER_SET = only_used_by_wendy	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LUCKY_GOLDNUGGET = Shiny rock!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ROCK_AVOCADO_FRUIT_RIPE_COOKED = Even better.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.2.8 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PIGELITEFIGHTER1 = Stay away!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.13.9 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ORANGESTAFF = With the power to tear the air apart!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.COMMANDSSCREEN.VOTEFMT = %s (vote)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.KELPHAT = I'd rather eat it than wear it...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CRITTER_GLOMLING = Light-hearted little worm!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LAVAE_PET.HUNGRY = Ya want food?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.3.3 = (DPad %d Down)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.YJ.5 = Special Ability in Myth Tab. Transform into an eagle and explore the region around. Then choose one spot in this region, or another player in this world, to land.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.WINONA_CATAPULT.BURNING = Hehehe!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINONA_SPOTLIGHT.BURNT = Now it runs out of uses.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FOOTBALLHAT = I wanna play football with you!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TENTACLE_PILLAR = Let's scratch its itchy belly!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MEATRACK.BURNT = Alright.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MANDRAKE_PLANTED = It's said that we should pick this at night?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.HALLOWEEN_ORNAMENT_6 = Beautiful bird!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MUTATEDHOUND.GENERIC = Looks sick?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FENCE_GATE = What a smart move to set a door to the front fence.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.GENERIC.DESCRIBE.PUMPKIN_LANTERN = Spooky!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GHOST = Leave me alone!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MUSHROOM_FARM.SNOWCOVERED = Maybe they are sleeping?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.HORN = Du~ Du~ Du~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.RUINS_BAT = Waving the sticks!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BEARDHAIR = He's so weird...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SEEDS_COOKED = Tini-tiny snack!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MIGRATION_PORTAL.FULL = No space left.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ENCUMBERED.8 = Can...anybody...give a hand....	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.YOTC_CARRAT_GYM_REACTION.RAT = Abilities improved!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TEENBIRD.HUNGRY = Want a snack from sister?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LAVA_POND = Unbearable to swim inside.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.MK.1 = Monkey King. Run speed 10% faster. Likes fruits and hate meats.
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.WX78MODULE_DIGESTION = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WILLOW.GHOST = You...Can I play with your bear? Okay I will go find a heart.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_WANDA_OLDTONORMAL = only_used_by_wanda	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TROPHYSCALE_FISH.GENERIC = This is a proper home of fish.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MANDRAKE_COOKED = Midnight snack~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.ROTTENEGG.GENERIC = Ew! Why? Oh Why?!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.5.6 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.1.402 = Shift	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CUTLICHEN = Crispy taste.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINTER_FOOD5 = Is it real log?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SPICE_SALT = This type of sand powder is delicious!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINONA.ATTACKER = That's not safe!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.ANNOUNCE_ENCUMBERED.1 = Ughhh!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BERRYBUSH.DISEASED = The sick fruit is no longer edible.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_MIGHTYTONORMAL = only_used_by_wolfang	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.6.MONKEY_KING = Monkey King makes me speechlessly grateful!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.6.PIGSY = Past is past. Marshal needs not fuss with those.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FROG.DEAD = Will he go the quagmire of the heaven?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ATRIUM_GATE.ON = Shouldn't do that...sorry!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.6.YANGJIAN = In fact the Noble sir isn't like what's said out there, I reckon.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FENCE_GATE_ITEM = Material for fence gate.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GHOSTLYELIXIR_ATTACK = I wanna try to refine some of that potion.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.CAVE_ENTRANCE = Blocked by a cap stone.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MEATRACK.DONE = Don't touch this!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.6.WHITE_BONE = Well, if you have trouble later, you can take shelter here.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.WX78MODULE_SCREECH = Hey WX, when are you gonna install a flamethrower?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOONBUTTERFLY_SAPLING = Tree-fied moth, goes back to earth.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1004 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.NEZA.DESCRIBE.BOOK_SLEEP = Bo-oring!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.7.YANGJIAN = If anything in need, sir, Chang'e shall definitely endeavor her best.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MASHEDPOTATOES = Soft potato mash.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.4.MONKEY_KING = Thank you so much for your gifts, Monkey King!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.4.PIGSY = Does Marshal Canopy have a request to me?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.4.YANGJIAN = Does the Heaven have a mission for me, noble Sir?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.4.NEZA = Thank you so much for your gifts, little Third Prince!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.4.WHITE_BONE = You don't really have to do this.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.2.MONKEY_KING = Appreciated, Monkey King.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.2.YANGJIAN = Appreciated, noble Sir.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_READ_BOOK.BOOK_GARDENING = only_used_by_wurt	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.2.NEZA = Appreciated, Third Prince.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.RESURRECTIONSTATUE.BURNT = Such a strong smell!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.2.WHITE_BONE = I appreciated your kindness.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.2.GENERIC = Much appreciated.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OCEANFISH_MEDIUM_1 = Muddy and sticky.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.7.MYTH_YUTU = Don't be afraid outside. I will always ensure your safety here.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.7.NEZA = Nezha's heart, is as lovely and fragrant, as the beautiful lotus flower.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MERMTHRONE.BURNT = Who did this?!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.OCEANFISHINGBOBBER_GOOSE = A big floating feather!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.2.15 = 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TRINKET_15 = Looks like...little metal man?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHCEHAOGANDU.7.GENERIC = The karma between us, is far beyond this.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MONKEY_TALK_STEAL.2 = ARRR!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MONKEY_SPEECH_PST.1 = ki	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LAVAE = Oh, you are just a baby, aren't you?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WEBBER.GENERIC = Hi, little Mr.Spider Monster.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOOSE_NESTING_GROUND = This is where she raised babies.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.DURIAN_COOKED = What a stench!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CUSTOMIZATIONSCREEN.KLAUS = Klaus	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LOST_TOY_2 = Ha? Why can't I pick it?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.SNURTLE = Kaboom!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_TUDI_TIRED.1 = The hoe seedling the day be noon, Sweat drenches the earth ground soon~	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.3.17 = (+Z Rotation)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.TENTACLESPOTS = Ewwwww.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_TUDI_PLAYER_SPEAK.pigsy.1 = Mr. Marshal Canopy, my monastery is humble in tributes. Please do me a favor.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MANDRAKE = And asleep now? Or dead...	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_TUDI_ROTTEN_SPEAK.2 = Grains look small but still very hard, Don’t take them without regard!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SQUID = Stand still, squid!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INPUTS.3.6 = (-X Axis)	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINONA_BATTERY_LOW.GENERIC = This chest has strange branches out.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BOAT_LEAK = I don't think it's a big problem.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PLAYER.MURDERER = ………… %s is a murderer! 	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.PIGSY.1 = Marshal was exiled to the mundane. How could you end up in a piggy?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.ACORN_COOKED = Tastes good.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.YANGJIAN.2 = Some plain tea, that could soothe your mind.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.YANGJIAN.1 = Do you have anything on your mind today, noble Sir?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MOOSEEGG = Can I see the babies inside?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.MYTH_YUTU.2 = Did you finish your pounding work today? Don't cut corners!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.MYTH_YUTU.1 = Tell me about your stories today! I'm so interested.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_PIGEON.SLEEPING = A bird in the middle of a sweet dream.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.TRADESCREEN.CROW = Chase Crow	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.ANNOUNCE_ATRIUM_DESTABILIZING.1 = This world is shaking!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.YELLOWAMULET = Has a warming touch.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.TRINKET_39 = Warms only one paw up.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.QUAGMIRE_FOOD.MATCH = Fit the mouth in the sky.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.UI.CONTROLSSCREEN.INVALID_CONTROL = N/A	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WALL_MOONROCK = Bit different than my hometown's wall.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.WHITE_BONE.2 = May you do more benevolence, to wash away your evils.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.GENERIC.3 = It's our karma to meet at this place.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTHGHG_RCWH.GENERIC.1 = Taste how different my tea is with yours.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.WB.6 = WB has two faces: Bone’s and Maiden’s Face. Bone’s face has a damage resistance and walks faster, but body or head slots are filled. Maiden’s face, if under attack, is pitied by passive creatures. Maiden’s face automatically breaks when hungry or attacking actively.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.WB.5 = Right-click herself with empty hands to spawn fog. While in fog, her speed is increased, and she shrouds from other creatures. Only those that are attacked by her can detect her.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BEETLETAUR = Dah!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.WB.1 = Shadow creatures’ attack drains her hunger instead of her health. Because WB has no real skins, salve or gland can’t heal her, except the blood sac. After death, her monster ghost has a high chance of haunting, and can only be revived through skeleton.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.SCARECROW.GENERIC = I like this gentleman!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MYTH_RENWUMIAOSHU.MK.7 = Proficient in camouflage. Right-click himself with empty hand slot to disguise him.Transform into a temple to delude nearby enemies.	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GRAVY = Hmmm~ Chocolate!	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.WINONA_CATAPULT.OFF = Why does it go strike?	
[00:01:32]: [Myth-Viet-Scanner] EN | STRINGS.MONKEY_SPEECH_PRE.3 = Oee	
